_id,meter_serial,name,old_status,new_status,reason,updated_at
692609fd1dbc5b1fa62e0285,MSY300267010,KÖFTECİ YUSUF KÖMÜR DEPO,inactive_candidate,inactive_candidate,Not found in AMI sync list,2026-04-07T23:14:55.573468+00:00
692609fd1dbc5b1fa62e028e,MSY200465983,TÜRKTELEKOM YENİ SAYAÇ ,inactive_candidate,inactive_candidate,Not found in AMI sync list,2026-04-07T23:14:55.573517+00:00
692609fd1dbc5b1fa62e0297,MSY300265468,FUNDORA içi KLİMA SANTRALİ,inactive_candidate,inactive_candidate,Not found in AMI sync list,2026-04-07T23:14:55.573529+00:00
692609fd1dbc5b1fa62e02a1,MSY100100861,GÜLSOY OTOMOTİV KURTKÖY,inactive_candidate,inactive_candidate,Not found in AMI sync list,2026-04-07T23:14:55.573546+00:00
692609fd1dbc5b1fa62e02da,MSY300267030,ORTAK ALAN,inactive_candidate,inactive_candidate,Not found in AMI sync list,2026-04-07T23:14:55.573580+00:00
692609fd1dbc5b1fa62e02eb,MSY810044485,Trafo 3,inactive_candidate,inactive_candidate,Not found in AMI sync list,2026-04-07T23:14:55.573615+00:00
692609fd1dbc5b1fa62e02ed,MSY100371256,RİTİM VALE ,inactive_candidate,inactive_candidate,Not found in AMI sync list,2026-04-07T23:14:55.573632+00:00
692609fd1dbc5b1fa62e02f2,MSY300265564,CAFE NERO 8,inactive_candidate,inactive_candidate,Not found in AMI sync list,2026-04-07T23:14:55.573645+00:00
